Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyElementPresent,Chrome 63.0.3239.108,\u041F\u0440\u043E\u0432\u0435\u0440\u044F\u0435\u043C \u0441\u043E\u043E\u0431\u0449\u0435\u043D\u0438\u0435 \u0443\u0441\u043F\u0435\u0445\u0430 \u0438\u0437\u043C\u0435\u043D\u0435\u043D\u0438\u044F \u043F\u0440\u0430\u0432,2018-01-03 13:59:36,2018-01-03 13:59:36,"0,590s",PASSED
closeBrowser,Chrome 63.0.3239.108,,2018-01-03 13:59:36,2018-01-03 13:59:37,"0,617s",PASSED
,,,,,,
Test Cases/UsersModule/Change Right/Change group right,Chrome 63.0.3239.108,,2018-01-03 13:59:37,2018-01-03 14:00:08,"30,763s",PASSED
callTestCase,Chrome 63.0.3239.108,,2018-01-03 13:59:37,2018-01-03 13:59:51,"14,245s",PASSED
delay,Chrome 63.0.3239.108,,2018-01-03 13:59:51,2018-01-03 13:59:54,"3,003s",PASSED
setText,Chrome 63.0.3239.108,\u0418\u0449\u0435\u043C \u0441\u043E\u0437\u0434\u0430\u043D\u043D\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-01-03 13:59:54,2018-01-03 13:59:55,"0,653s",PASSED
delay,Chrome 63.0.3239.108,,2018-01-03 13:59:55,2018-01-03 13:59:58,"3,001s",PASSED
click,Chrome 63.0.3239.108,\u0420\u0435\u0434\u0430\u043A\u0442\u0438\u0440\u0443\u0435\u043C \u043F\u0440\u0430\u0432\u0430 \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-01-03 13:59:58,2018-01-03 13:59:58,"0,136s",PASSED
verifyTextPresent,Chrome 63.0.3239.108,\u041F\u0440\u043E\u0432\u0435\u0440\u044F\u0435\u043C \u0437\u0430\u0433\u043E\u043B\u043E\u0432\u043E\u043A \u043E\u043A\u043D\u0430,2018-01-03 13:59:58,2018-01-03 13:59:58,"0,225s",PASSED
click,Chrome 63.0.3239.108,\u0412\u044B\u0434\u0435\u043B\u044F\u0435\u043C \u0433\u0440\u0443\u043F\u043F\u0443 \u043F\u0440\u0430\u0432,2018-01-03 13:59:58,2018-01-03 13:59:59,"1,049s",PASSED
delay,Chrome 63.0.3239.108,,2018-01-03 13:59:59,2018-01-03 14:00:02,"3,001s",PASSED
click,Chrome 63.0.3239.108,\u0421\u043D\u0438\u043C\u0430\u0435\u043C \u0433\u0440\u0443\u043F\u043F\u0443 \u043F\u0440\u0430\u0432,2018-01-03 14:00:02,2018-01-03 14:00:03,"0,542s",PASSED
delay,Chrome 63.0.3239.108,,2018-01-03 14:00:03,2018-01-03 14:00:06,"3,001s",PASSED
click,Chrome 63.0.3239.108,\u0421\u043E\u0445\u0440\u0430\u043D\u044F\u0435\u043C \u0438\u0437\u043C\u0435\u043D\u0435\u043D\u0438\u0435 \u043F\u0440\u0430\u0432,2018-01-03 14:00:06,2018-01-03 14:00:06,"0,517s",PASSED
verifyElementPresent,Chrome 63.0.3239.108,\u041F\u0440\u043E\u0432\u0435\u0440\u044F\u0435\u043C \u0441\u043E\u043E\u0431\u0449\u0435\u043D\u0438\u0435 \u0443\u0441\u043F\u0435\u0445\u0430 \u0438\u0437\u043C\u0435\u043D\u0435\u043D\u0438\u044F \u043F\u0440\u0430\u0432,2018-01-03 14:00:06,2018-01-03 14:00:07,"0,597s",PASSED
closeBrowser,Chrome 63.0.3239.108,,2018-01-03 14:00:07,2018-01-03 14:00:08,"0,606s",PASSED
,,,,,,
Test Cases/UsersModule/Change Right/Change right,Chrome 63.0.3239.108,,2018-01-03 14:00:08,2018-01-03 14:00:35,"27,687s",PASSED
callTestCase,Chrome 63.0.3239.108,,2018-01-03 14:00:08,2018-01-03 14:00:22,"13,895s",PASSED
delay,Chrome 63.0.3239.108,,2018-01-03 14:00:22,2018-01-03 14:00:25,"3,002s",PASSED
setText,Chrome 63.0.3239.108,\u0418\u0449\u0435\u043C \u0441\u043E\u0437\u0434\u0430\u043D\u043D\u043E\u0433\u043E \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F,2018-01-03 14:00:25,2018-01-03 14:00:25,"0,698s",PASSED
delay,Chrome 63.0.3239.108,,2018-01-03 14:00:25,2018-01-03 14:00:28,"3,001s",PASSED
