Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateVessel,Chrome 63.0.3239.132,,2018-01-11 16:37:57,2018-01-11 16:42:14,"4m - 17,064s",FAILED
,,,,,,
Test Cases/Work/Vessel/1. Create New Vessel,Chrome 63.0.3239.132,,2018-01-11 16:37:57,2018-01-11 16:38:43,"46,011s",PASSED
callTestCase,Chrome 63.0.3239.132,\u0412\u0445\u043E\u0434\u0438\u043C \u0432 \u0441\u0438\u0441\u0442\u0435\u043C\u0443,2018-01-11 16:37:58,2018-01-11 16:38:11,"13,098s",PASSED
click,Chrome 63.0.3239.132,\u041F\u0435\u0440\u0435\u0445\u043E\u0434\u0438\u043C \u0441 \u0441\u043E\u0441\u0443\u0434\u044B,2018-01-11 16:38:11,2018-01-11 16:38:14,"2,997s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:38:14,2018-01-11 16:38:24,"9,123s",PASSED
click,Chrome 63.0.3239.132,\u0412\u044B\u0437\u044B\u0432\u0430\u0435\u043C \u043E\u043A\u043D\u043E \u0434\u043E\u0431\u0430\u0432\u043B\u0435\u043D\u0438\u044F \u0421\u043E\u0441\u0443\u0434\u043E\u0432,2018-01-11 16:38:24,2018-01-11 16:38:24,"0,392s",PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-11 16:38:24,2018-01-11 16:38:25,"1,275s",PASSED
click,Chrome 63.0.3239.132,"\u0412\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0438\u043D\u0442\u0435\u0440\u0444\u0435\u0439\u0441 \""\u0414\u0440\u0443\u0433\u0438\u0435\""",2018-01-11 16:38:25,2018-01-11 16:38:26,"0,733s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:38:26,2018-01-11 16:38:29,"3,019s",PASSED
click,Chrome 63.0.3239.132,\u041A\u043B\u0438\u043A \u043D\u0430 select,2018-01-11 16:38:29,2018-01-11 16:38:29,"0,138s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:38:29,2018-01-11 16:38:32,"3,003s",PASSED
click,Chrome 63.0.3239.132,\u0412 \u0432\u044B\u043F\u0430\u0434\u0430\u044E\u0449\u0435\u043C \u0441\u043F\u0438\u0441\u043A\u0435 \u0432\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0410\u0412\u0422-4,2018-01-11 16:38:32,2018-01-11 16:38:32,"0,140s",PASSED
setText,Chrome 63.0.3239.132,\u0417\u0430\u043F\u043E\u043B\u043D\u044F\u0435\u043C \u043F\u043E\u0437\u0438\u0446\u0438\u044E \u0438\u0437 \u043F\u0435\u0440\u0435\u043C\u0435\u043D\u043D\u043E\u0439,2018-01-11 16:38:32,2018-01-11 16:38:39,"6,525s",PASSED
click,Chrome 63.0.3239.132,\u0414\u043E\u0431\u0430\u0432\u043B\u044F\u0435\u043C \u0441\u043E\u0441\u0443\u0434,2018-01-11 16:38:39,2018-01-11 16:38:40,"1,545s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:38:40,2018-01-11 16:38:43,"3,003s",PASSED
closeBrowser,Chrome 63.0.3239.132,\u0417\u0430\u043A\u0440\u044B\u0432\u0430\u0435\u043C \u0431\u0440\u0430\u0443\u0437\u0435\u0440,2018-01-11 16:38:43,2018-01-11 16:38:43,"0,002s",NOT_RUN
,,,,,,
Test Cases/Work/Vessel/FillingOperatingParameters,Chrome 63.0.3239.132,,2018-01-11 16:38:43,2018-01-11 16:42:13,"3m - 29,590s",FAILED
comment,Chrome 63.0.3239.132,,2018-01-11 16:38:44,2018-01-11 16:38:44,"0,017s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:38:44,2018-01-11 16:38:53,"8,543s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:38:53,2018-01-11 16:38:54,"1,884s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:38:54,2018-01-11 16:38:55,"0,532s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:38:55,2018-01-11 16:38:58,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:38:58,2018-01-11 16:38:58,"0,136s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:38:58,2018-01-11 16:39:01,"3,001s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:39:01,2018-01-11 16:39:01,"0,159s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:39:01,2018-01-11 16:39:08,"6,250s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-11 16:39:08,2018-01-11 16:39:08,"0,002s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:39:08,2018-01-11 16:39:11,"3,001s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:39:11,2018-01-11 16:39:14,"3,817s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:39:14,2018-01-11 16:39:17,"2,298s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:39:17,2018-01-11 16:39:17,"0,420s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:39:17,2018-01-11 16:39:18,"0,614s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-11 16:39:18,2018-01-11 16:39:32,"14,558s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:39:32,2018-01-11 16:39:33,"0,389s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:39:33,2018-01-11 16:39:36,"3,005s",PASSED
