Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateVessel,Chrome 63.0.3239.132,,2018-01-11 16:16:41,2018-01-11 16:18:13,"1m - 31,932s",FAILED
,,,,,,
Test Cases/Work/Vessel/1. Create New Vessel,Chrome 63.0.3239.132,,2018-01-11 16:16:42,2018-01-11 16:17:30,"48,930s",PASSED
callTestCase,Chrome 63.0.3239.132,\u0412\u0445\u043E\u0434\u0438\u043C \u0432 \u0441\u0438\u0441\u0442\u0435\u043C\u0443,2018-01-11 16:16:42,2018-01-11 16:17:01,"18,304s",PASSED
click,Chrome 63.0.3239.132,\u041F\u0435\u0440\u0435\u0445\u043E\u0434\u0438\u043C \u0441 \u0441\u043E\u0441\u0443\u0434\u044B,2018-01-11 16:17:01,2018-01-11 16:17:03,"2,337s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:17:03,2018-01-11 16:17:11,"8,027s",PASSED
click,Chrome 63.0.3239.132,\u0412\u044B\u0437\u044B\u0432\u0430\u0435\u043C \u043E\u043A\u043D\u043E \u0434\u043E\u0431\u0430\u0432\u043B\u0435\u043D\u0438\u044F \u0421\u043E\u0441\u0443\u0434\u043E\u0432,2018-01-11 16:17:11,2018-01-11 16:17:12,"0,586s",PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-11 16:17:12,2018-01-11 16:17:13,"1,094s",PASSED
click,Chrome 63.0.3239.132,"\u0412\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0438\u043D\u0442\u0435\u0440\u0444\u0435\u0439\u0441 \""\u0414\u0440\u0443\u0433\u0438\u0435\""",2018-01-11 16:17:13,2018-01-11 16:17:13,"0,639s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:17:13,2018-01-11 16:17:16,"3,029s",PASSED
click,Chrome 63.0.3239.132,\u041A\u043B\u0438\u043A \u043D\u0430 select,2018-01-11 16:17:16,2018-01-11 16:17:16,"0,144s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:17:16,2018-01-11 16:17:19,"3,004s",PASSED
click,Chrome 63.0.3239.132,\u0412 \u0432\u044B\u043F\u0430\u0434\u0430\u044E\u0449\u0435\u043C \u0441\u043F\u0438\u0441\u043A\u0435 \u0432\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0410\u0412\u0422-4,2018-01-11 16:17:19,2018-01-11 16:17:20,"0,145s",PASSED
setText,Chrome 63.0.3239.132,\u0417\u0430\u043F\u043E\u043B\u043D\u044F\u0435\u043C \u043F\u043E\u0437\u0438\u0446\u0438\u044E \u0438\u0437 \u043F\u0435\u0440\u0435\u043C\u0435\u043D\u043D\u043E\u0439,2018-01-11 16:17:20,2018-01-11 16:17:26,"6,300s",PASSED
click,Chrome 63.0.3239.132,\u0414\u043E\u0431\u0430\u0432\u043B\u044F\u0435\u043C \u0441\u043E\u0441\u0443\u0434,2018-01-11 16:17:26,2018-01-11 16:17:27,"1,476s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:17:27,2018-01-11 16:17:30,"3,002s",PASSED
closeBrowser,Chrome 63.0.3239.132,\u0417\u0430\u043A\u0440\u044B\u0432\u0430\u0435\u043C \u0431\u0440\u0430\u0443\u0437\u0435\u0440,2018-01-11 16:17:30,2018-01-11 16:17:30,"0,003s",NOT_RUN
,,,,,,
Test Cases/Work/Vessel/FillingOperatingParameters,Chrome 63.0.3239.132,,2018-01-11 16:17:30,2018-01-11 16:18:12,"41,672s",FAILED
comment,Chrome 63.0.3239.132,,2018-01-11 16:17:31,2018-01-11 16:17:31,"0,012s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:17:31,2018-01-11 16:17:39,"7,975s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:17:39,2018-01-11 16:17:41,"2,564s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:17:41,2018-01-11 16:17:42,"0,430s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:17:42,2018-01-11 16:17:45,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:17:45,2018-01-11 16:17:45,"0,142s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:17:45,2018-01-11 16:17:48,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:17:48,2018-01-11 16:17:48,"0,138s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:17:48,2018-01-11 16:17:54,"6,049s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-11 16:17:54,2018-01-11 16:17:54,"0,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:17:54,2018-01-11 16:18:12,"17,897s",FAILED
