Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateVessel,Chrome 63.0.3239.132,,2018-01-11 16:44:33,2018-01-11 16:49:11,"4m - 37,501s",FAILED
,,,,,,
Test Cases/Work/Vessel/1. Create New Vessel,Chrome 63.0.3239.132,,2018-01-11 16:44:34,2018-01-11 16:45:13,"39,494s",PASSED
callTestCase,Chrome 63.0.3239.132,\u0412\u0445\u043E\u0434\u0438\u043C \u0432 \u0441\u0438\u0441\u0442\u0435\u043C\u0443,2018-01-11 16:44:34,2018-01-11 16:44:46,"11,742s",PASSED
click,Chrome 63.0.3239.132,\u041F\u0435\u0440\u0435\u0445\u043E\u0434\u0438\u043C \u0441 \u0441\u043E\u0441\u0443\u0434\u044B,2018-01-11 16:44:46,2018-01-11 16:44:48,"1,731s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:44:48,2018-01-11 16:44:53,"5,776s",PASSED
click,Chrome 63.0.3239.132,\u0412\u044B\u0437\u044B\u0432\u0430\u0435\u043C \u043E\u043A\u043D\u043E \u0434\u043E\u0431\u0430\u0432\u043B\u0435\u043D\u0438\u044F \u0421\u043E\u0441\u0443\u0434\u043E\u0432,2018-01-11 16:44:53,2018-01-11 16:44:54,"0,440s",PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-11 16:44:54,2018-01-11 16:44:55,"1,118s",PASSED
click,Chrome 63.0.3239.132,"\u0412\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0438\u043D\u0442\u0435\u0440\u0444\u0435\u0439\u0441 \""\u0414\u0440\u0443\u0433\u0438\u0435\""",2018-01-11 16:44:55,2018-01-11 16:44:56,"0,594s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:44:56,2018-01-11 16:44:59,"3,027s",PASSED
click,Chrome 63.0.3239.132,\u041A\u043B\u0438\u043A \u043D\u0430 select,2018-01-11 16:44:59,2018-01-11 16:44:59,"0,243s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:44:59,2018-01-11 16:45:02,"3,003s",PASSED
click,Chrome 63.0.3239.132,\u0412 \u0432\u044B\u043F\u0430\u0434\u0430\u044E\u0449\u0435\u043C \u0441\u043F\u0438\u0441\u043A\u0435 \u0432\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0410\u0412\u0422-4,2018-01-11 16:45:02,2018-01-11 16:45:02,"0,183s",PASSED
