Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateVessel,Chrome 63.0.3239.132,,2018-01-11 16:31:55,2018-01-11 16:33:33,"1m - 37,760s",FAILED
,,,,,,
Test Cases/Work/Vessel/1. Create New Vessel,Chrome 63.0.3239.132,,2018-01-11 16:31:56,2018-01-11 16:32:39,"43,121s",PASSED
callTestCase,Chrome 63.0.3239.132,\u0412\u0445\u043E\u0434\u0438\u043C \u0432 \u0441\u0438\u0441\u0442\u0435\u043C\u0443,2018-01-11 16:31:57,2018-01-11 16:32:08,"11,043s",PASSED
click,Chrome 63.0.3239.132,\u041F\u0435\u0440\u0435\u0445\u043E\u0434\u0438\u043C \u0441 \u0441\u043E\u0441\u0443\u0434\u044B,2018-01-11 16:32:08,2018-01-11 16:32:10,"2,291s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:32:10,2018-01-11 16:32:19,"9,497s",PASSED
click,Chrome 63.0.3239.132,\u0412\u044B\u0437\u044B\u0432\u0430\u0435\u043C \u043E\u043A\u043D\u043E \u0434\u043E\u0431\u0430\u0432\u043B\u0435\u043D\u0438\u044F \u0421\u043E\u0441\u0443\u0434\u043E\u0432,2018-01-11 16:32:19,2018-01-11 16:32:20,"0,425s",PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-11 16:32:20,2018-01-11 16:32:21,"1,163s",PASSED
click,Chrome 63.0.3239.132,"\u0412\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0438\u043D\u0442\u0435\u0440\u0444\u0435\u0439\u0441 \""\u0414\u0440\u0443\u0433\u0438\u0435\""",2018-01-11 16:32:21,2018-01-11 16:32:22,"0,733s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:32:22,2018-01-11 16:32:25,"3,020s",PASSED
click,Chrome 63.0.3239.132,\u041A\u043B\u0438\u043A \u043D\u0430 select,2018-01-11 16:32:25,2018-01-11 16:32:25,"0,157s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:32:25,2018-01-11 16:32:28,"3,002s",PASSED
click,Chrome 63.0.3239.132,\u0412 \u0432\u044B\u043F\u0430\u0434\u0430\u044E\u0449\u0435\u043C \u0441\u043F\u0438\u0441\u043A\u0435 \u0432\u044B\u0431\u0438\u0440\u0430\u0435\u043C \u0410\u0412\u0422-4,2018-01-11 16:32:28,2018-01-11 16:32:28,"0,140s",PASSED
setText,Chrome 63.0.3239.132,\u0417\u0430\u043F\u043E\u043B\u043D\u044F\u0435\u043C \u043F\u043E\u0437\u0438\u0446\u0438\u044E \u0438\u0437 \u043F\u0435\u0440\u0435\u043C\u0435\u043D\u043D\u043E\u0439,2018-01-11 16:32:28,2018-01-11 16:32:35,"6,420s",PASSED
click,Chrome 63.0.3239.132,\u0414\u043E\u0431\u0430\u0432\u043B\u044F\u0435\u043C \u0441\u043E\u0441\u0443\u0434,2018-01-11 16:32:35,2018-01-11 16:32:36,"1,512s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:32:36,2018-01-11 16:32:39,"3,003s",PASSED
closeBrowser,Chrome 63.0.3239.132,\u0417\u0430\u043A\u0440\u044B\u0432\u0430\u0435\u043C \u0431\u0440\u0430\u0443\u0437\u0435\u0440,2018-01-11 16:32:39,2018-01-11 16:32:39,"0,002s",NOT_RUN
,,,,,,
Test Cases/Work/Vessel/FillingOperatingParameters,Chrome 63.0.3239.132,,2018-01-11 16:32:39,2018-01-11 16:33:32,"53,352s",FAILED
comment,Chrome 63.0.3239.132,,2018-01-11 16:32:40,2018-01-11 16:32:40,"0,013s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:32:40,2018-01-11 16:32:48,"8,962s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:32:48,2018-01-11 16:32:51,"2,685s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:32:51,2018-01-11 16:32:52,"0,375s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:32:52,2018-01-11 16:32:55,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:32:55,2018-01-11 16:32:55,"0,162s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:32:55,2018-01-11 16:32:58,"3,004s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:32:58,2018-01-11 16:32:58,"0,161s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:32:58,2018-01-11 16:33:04,"6,008s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-11 16:33:04,2018-01-11 16:33:04,"0,001s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:33:04,2018-01-11 16:33:07,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:33:07,2018-01-11 16:33:11,"4,275s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:33:11,2018-01-11 16:33:13,"1,894s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:33:13,2018-01-11 16:33:14,"0,450s",PASSED
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-11 16:33:14,2018-01-11 16:33:15,"1,149s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-11 16:33:15,2018-01-11 16:33:28,"13,779s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:33:28,2018-01-11 16:33:29,"0,391s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-11 16:33:29,2018-01-11 16:33:32,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-11 16:33:32,2018-01-11 16:33:32,"0,226s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-11 16:33:32,2018-01-11 16:33:32,"0,408s",FAILED
