Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 63.0.3239.132,\u0414\u043E\u0431\u0430\u0432\u043B\u044F\u0435\u043C \u0441\u043E\u0441\u0443\u0434,2018-01-12 13:03:28,2018-01-12 13:03:30,"1,539s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-12 13:03:30,2018-01-12 13:03:33,"3,003s",PASSED
closeBrowser,Chrome 63.0.3239.132,\u0417\u0430\u043A\u0440\u044B\u0432\u0430\u0435\u043C \u0431\u0440\u0430\u0443\u0437\u0435\u0440,2018-01-12 13:03:33,2018-01-12 13:03:33,"0,002s",NOT_RUN
,,,,,,
Test Cases/Work/Vessel/2. FillingGeneralInformation,Chrome 63.0.3239.132,,2018-01-12 13:03:33,2018-01-12 13:08:38,"5m - 5,562s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:03:33,2018-01-12 13:03:33,"0,003s",NOT_RUN
waitForJQueryLoad,Chrome 63.0.3239.132,,2018-01-12 13:03:33,2018-01-12 13:03:33,"0,002s",NOT_RUN
delay,Chrome 63.0.3239.132,,2018-01-12 13:03:33,2018-01-12 13:03:36,"3,003s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:03:36,2018-01-12 13:03:36,"0,010s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:03:36,2018-01-12 13:05:37,"2m - 1,450s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:05:37,2018-01-12 13:05:37,"0,001s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:05:37,2018-01-12 13:06:31,"53,283s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:06:31,2018-01-12 13:06:31,"0,000s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:06:31,2018-01-12 13:08:28,"1m - 57,233s",PASSED
click,Chrome 63.0.3239.132,\u0421\u043E\u0445\u0440\u0430\u043D\u044F\u0435\u043C \u0438\u0437\u043C\u0435\u043D\u0435\u043D\u0438\u044F \u043D\u0430 \u0432\u043A\u043B\u0430\u0434\u043A\u0435,2018-01-12 13:08:28,2018-01-12 13:08:28,"0,219s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-12 13:08:28,2018-01-12 13:08:38,"10,001s",PASSED
,,,,,,
Test Cases/Work/Vessel/3. FillingOperatingParameters,Chrome 63.0.3239.132,,2018-01-12 13:08:38,2018-01-12 13:17:04,"8m - 25,310s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:08:38,2018-01-12 13:08:38,"0,001s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:08:38,2018-01-12 13:09:01,"22,598s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:09:01,2018-01-12 13:09:01,"0,000s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:09:01,2018-01-12 13:12:12,"3m - 11,269s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:12:12,2018-01-12 13:15:25,"3m - 13,052s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:15:25,2018-01-12 13:15:25,"0,001s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:15:25,2018-01-12 13:16:35,"1m - 9,654s",PASSED
comment,Chrome 63.0.3239.132,,2018-01-12 13:16:35,2018-01-12 13:16:35,"0,001s",PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-12 13:16:35,2018-01-12 13:16:57,"22,363s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-12 13:16:57,2018-01-12 13:17:00,"3,002s",PASSED
click,Chrome 63.0.3239.132,,2018-01-12 13:17:00,2018-01-12 13:17:01,"0,196s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-12 13:17:01,2018-01-12 13:17:04,"3,003s",PASSED
